Open Time;Close;Return;Volume;Number of Trades
19.01.2018;277.7190077;0.045603002;3685822.263;597271
20.01.2018;307.2582736;0.106363861;3147542.175;530025
21.01.2018;279.3882386;-0.090705564;3901327.054;706380
22.01.2018;262.1136702;-0.061829977;3477982.125;713232
23.01.2018;264.1087773;0.00761161;2871049.838;675678
24.01.2018;276.7381794;0.047818941;2517278.005;600965
25.01.2018;272.6530106;-0.014761855;1825880.721;463468
26.01.2018;270.9944737;-0.006082959;2268522.192;595955
27.01.2018;279.639484;0.031901058;1250486.739;404865
28.01.2018;288.8531939;0.03294853;1750568.697;496625
29.01.2018;274.713036;-0.048952749;1297847.923;469775
30.01.2018;251.200685;-0.085588771;2000534.661;715830
31.01.2018;252.3373711;0.004525012;1346466.643;527379
01.02.2018;228.6038516;-0.094054715;2868017.974;857896
02.02.2018;220.5630039;-0.035173719;5338889.612;1268656
03.02.2018;228.8896183;0.037751637;3027439.844;828373
04.02.2018;205.9732191;-0.100119871;2890172.119;892054
05.02.2018;176.9630909;-0.140844175;4826432.422;1285112
06.02.2018;193.966283;0.096083268;8950995.655;1981275
07.02.2018;193.7790847;-0.000965107;6158396.145;1287732
08.02.2018;198.4583687;0.024147518;144353.4036;29352
09.02.2018;219.7677328;0.10737448;2898175.443;605006
10.02.2018;216.108304;-0.016651347;4230598.693;1133373
11.02.2018;205.3005335;-0.050010899;3905056.16;1134125
12.02.2018;224.8009843;0.094984901;2682034.989;1031200
13.02.2018;215.6215778;-0.04083348;1837203.098;799629
14.02.2018;236.932787;0.098836162;3856701.248;1266279
15.02.2018;249.8559338;0.054543514;5481519.13;1441574
16.02.2018;254.4463139;0.018372108;2798177.706;993476
17.02.2018;274.8528344;0.08019971;2918544.841;900639
18.02.2018;260.4257593;-0.052490181;3006620.424;1132945
19.02.2018;278.1983671;0.068244431;1864690.258;765404
20.02.2018;279.6936484;0.005374874;3361025.826;1025092
21.02.2018;262.4360268;-0.061701872;3432080.648;1233203
22.02.2018;247.9199504;-0.055312819;2809527.504;1091034
23.02.2018;255.5091071;0.030611319;2628474.36;1069477
24.02.2018;246.1256866;-0.036724407;2096450.513;757101
25.02.2018;243.799967;-0.009449317;1452708.539;543027
26.02.2018;261.6203882;0.073094436;2252372.02;691836
27.02.2018;267.9213792;0.02408448;3229707.61;601345
28.02.2018;263.1572894;-0.017781671;2246845.292;586125
01.03.2018;277.7130975;0.055312198;1774221.057;489470
02.03.2018;281.4524568;0.013464829;1034772.744;404833
03.03.2018;291.7108753;0.03644814;980413.587;371684
04.03.2018;292.1253124;0.001420712;933204.8042;348968
05.03.2018;290.9824833;-0.003912119;808078.2221;338154
06.03.2018;274.6236922;-0.056219161;1552896.88;505551
07.03.2018;255.1865685;-0.070777301;4099290.43;832538
08.03.2018;239.181152;-0.06272045;2598282.018;658397
09.03.2018;237.9203874;-0.00527117;3142686.82;917700
10.03.2018;226.2550289;-0.049030513;2874065.885;566360
11.03.2018;246.4737598;0.08936257;3310339.97;626910
12.03.2018;238.1870644;-0.033621005;3072779.923;605350
13.03.2018;239.2514504;0.004468698;7753017.976;711064
14.03.2018;215.8170207;-0.097948956;5892198.695;782526
15.03.2018;217.4610218;0.007617569;5276264.078;780083
16.03.2018;218.5272824;0.004903226;4663783.989;488661
17.03.2018;208.1848064;-0.047328077;4504169.578;511169
18.03.2018;217.3445643;0.043998205;5900457.405;993899
19.03.2018;227.3308874;0.045946965;6634609.241;870121
20.03.2018;235.3292856;0.035183948;7592533.454;762763
21.03.2018;234.813456;-0.002191948;7629703.538;727724
22.03.2018;231.0216142;-0.016148316;6928744.202;680641
23.03.2018;235.9278895;0.0212373;7586899.602;661848
24.03.2018;227.5547368;-0.035490305;10223400.72;693209
25.03.2018;226.0574696;-0.006579811;7529059.107;549644
26.03.2018;217.8176328;-0.036450186;7932516.017;730620
27.03.2018;208.7906683;-0.041442763;5398875.544;628294
28.03.2018;212.7626084;0.019023552;3943913.965;418725
29.03.2018;192.1314153;-0.096968134;4901077.312;768792
30.03.2018;185.9169949;-0.032344634;5414967.31;926395
31.03.2018;188.7515657;0.015246432;5006535.131;550250
01.04.2018;186.2105927;-0.013461997;4943810.598;559898
02.04.2018;192.0252214;0.03122609;5237234.427;469876
03.04.2018;202.205441;0.053015013;6059046.085;588987
04.04.2018;188.064613;-0.069932975;5997599.434;648724
05.04.2018;187.3715546;-0.003685214;4993564.228;501520
06.04.2018;182.2645738;-0.027255902;3593657.907;338263
07.04.2018;190.014748;0.042521561;3724960.161;348693
08.04.2018;194.1159443;0.021583568;3431032.959;305546
09.04.2018;188.0419985;-0.031290298;4485898.635;554272
10.04.2018;189.913193;0.00995094;4043306.946;348007
11.04.2018;193.0667692;0.016605356;4296383.568;369093
12.04.2018;218.097243;0.129646722;6892348.977;916000
13.04.2018;217.1921013;-0.004150175;6974641.564;830473
14.04.2018;220.0457238;0.013138703;4315584.798;556188
15.04.2018;229.3028759;0.042069221;4581086.492;429073
16.04.2018;220.3408368;-0.039083849;3595421.608;477256
17.04.2018;215.9646706;-0.019860895;70642448.78;504001
18.04.2018;222.4838673;0.030186404;34712192.85;407049
19.04.2018;223.7257195;0.005581763;54001877.89;461788
20.04.2018;237.7156277;0.062531515;74856257.34;664443
21.04.2018;237.9637765;0.001043889;98419325.13;746521
22.04.2018;235.0945517;-0.012057402;51919685.55;522573
23.04.2018;239.6796569;0.019503239;39400273.8;441848
24.04.2018;256.6141784;0.070654814;96495248.74;786403
25.04.2018;238.5173645;-0.070521489;131767770.7;1186831
26.04.2018;247.6010472;0.038083947;73241237.15;660916
27.04.2018;237.5202738;-0.040713775;73471475.68;593974
28.04.2018;248.9864299;0.048274431;173523196.9;624939
29.04.2018;251.3277652;0.009403466;167138480.6;760604
30.04.2018;247.8960778;-0.013654231;96615313.04;673553
01.05.2018;244.3482893;-0.014311596;123376812.3;611000
02.05.2018;249.1390677;0.019606351;68149870.03;460353
03.05.2018;261.7535288;0.050632208;92010604.81;772769
04.05.2018;261.0023548;-0.002869776;79688639.44;601979
05.05.2018;261.3234617;0.001230283;66355274.18;539854
06.05.2018;257.210875;-0.015737533;83073444.09;652435
07.05.2018;250.4049202;-0.026460603;83990281.69;700954
08.05.2018;246.4063985;-0.015968224;60076257.78;486773
09.05.2018;248.0392446;0.006626638;77789813.12;492695
10.05.2018;241.6813086;-0.025632782;50523406.35;490594
11.05.2018;229.3713488;-0.050934679;175345285.2;887497
12.05.2018;230.7728508;0.006110188;166303098.8;737059
13.05.2018;235.6798395;0.021263284;100951463.4;537580
14.05.2018;233.6226821;-0.00872861;115632942.3;698108
15.05.2018;229.0615044;-0.019523694;60394169.71;647995
16.05.2018;228.1296581;-0.004068105;65256460.01;576558
17.05.2018;221.6294615;-0.028493431;52472609.83;560900
18.05.2018;228.1525921;0.029432597;58368087.58;520098
19.05.2018;228.2488741;0.000422007;43242395.88;372991
20.05.2018;232.8038225;0.019956061;58257154.1;390876
21.05.2018;230.0992998;-0.011617175;52752805.22;424827
22.05.2018;218.9778342;-0.048333331;56830158.28;451856
23.05.2018;209.9880378;-0.041053454;132928220.2;757911
24.05.2018;212.9508315;0.014109345;94448223.52;589731
25.05.2018;210.892235;-0.009667004;97286283.16;495904
26.05.2018;206.4993629;-0.020829937;102609423.5;402775
27.05.2018;205.847238;-0.003158;94243321.33;395441
28.05.2018;199.5618829;-0.030534075;132366524.6;543851
29.05.2018;207.5654942;0.040105912;192106282.9;601151
30.05.2018;204.7650811;-0.013491708;209633703.1;550982
31.05.2018;206.0484264;0.006267403;233635447.7;640646
01.06.2018;202.7989565;-0.015770418;197341847.2;652199
02.06.2018;207.979327;0.025544365;197109180.1;708603
03.06.2018;208.5373855;0.00268324;201677982.3;731671
04.06.2018;204.9499311;-0.017202932;205938287.4;690122
05.06.2018;209.6890833;0.023123463;208353760.2;640394
06.06.2018;210.2728359;0.002783896;169334505.2;631174
07.06.2018;211.9859496;0.008147099;164815796.9;575351
08.06.2018;208.847118;-0.014806791;157383607.2;616035
09.06.2018;206.7718318;-0.009936868;147671747.5;539137
10.06.2018;193.2801191;-0.065249278;246306937.6;1065075
11.06.2018;194.9412654;0.008594501;228807933.9;667446
12.06.2018;190.5842847;-0.022350223;361006321.4;758709
13.06.2018;184.8958472;-0.029847359;694380891.1;873603
14.06.2018;194.2731034;0.050716424;792048225.1;932059
15.06.2018;188.5495894;-0.029461176;595766209.1;661233
16.06.2018;190.3222135;0.009401368;505704764.9;547080
17.06.2018;191.1626833;0.004416036;480134572.2;495815
18.06.2018;196.4618695;0.027720819;644058134.4;678981
19.06.2018;196.5881122;0.000642581;855020393.8;625820
20.06.2018;196.9939094;0.0020642;816629985;603904
21.06.2018;195.7629899;-0.006248516;650680962.7;571357
22.06.2018;181.170914;-0.074539503;946451131.3;997251
23.06.2018;183.9437699;0.015305194;573211744.2;551642
24.06.2018;183.3117153;-0.003436129;933753675.6;930573
25.06.2018;185.8398205;0.013791291;540950652;703920
26.06.2018;183.3229924;-0.013542997;346075939.9;410022
27.06.2018;184.623489;0.007094018;441453376.7;443546
28.06.2018;177.3191468;-0.03956345;549539292;600846
29.06.2018;188.7379871;0.064397108;840887461.9;668267
30.06.2018;193.5578496;0.025537321;987189997.6;724354
01.07.2018;193.815919;0.001333294;565689201.6;575670
02.07.2018;199.3281952;0.028440781;916895614.7;800516
03.07.2018;196.6104515;-0.013634517;841513911.4;794719
04.07.2018;197.7805399;0.005951303;430101894.6;489610
05.07.2018;195.4784911;-0.01163941;963238715.1;726911
06.07.2018;198.0118774;0.012959924;599988599.8;631654
07.07.2018;202.96955;0.025037249;547026870.6;502694
08.07.2018;202.0872377;-0.004347018;573873428.9;540956
09.07.2018;200.9183938;-0.005783858;526294192;512060
10.07.2018;191.8482322;-0.04514351;703584178.4;693966
11.07.2018;193.2480339;0.007296401;739743994.8;607372
12.07.2018;190.9047621;-0.012125721;707270741.4;571867
13.07.2018;190.2835443;-0.003254072;875471544.3;583011
14.07.2018;191.8768024;0.008373073;822469013.7;430123
15.07.2018;194.1521466;0.01185836;802211447.6;437352
16.07.2018;204.8841303;0.055276153;1003455204;704112
17.07.2018;218.7206464;0.067533372;1204037427;922393
18.07.2018;221.1498757;0.011106539;1738335623;1163169
19.07.2018;224.6969388;0.016039182;1266632467;820559
20.07.2018;222.7704967;-0.008573513;1306760860;835153
21.07.2018;224.5381388;0.007934812;948808546;557043
22.07.2018;225.5565298;0.004535492;837930065.5;498858
23.07.2018;234.4337781;0.039357089;1102903513;651099
24.07.2018;250.0098271;0.066441146;1704889961;925205
25.07.2018;245.191899;-0.019270955;1424339265;852534
26.07.2018;240.9221085;-0.017414077;1318223538;744260
27.07.2018;247.4908145;0.027264854;1168423525;707223
28.07.2018;247.3861948;-0.000422722;976216100;502401
29.07.2018;246.0018432;-0.005595913;920029481.9;489209
30.07.2018;244.3408075;-0.006752127;955614885.1;646984
31.07.2018;235.7710429;-0.035072998;1221402092;731536
01.08.2018;233.4143774;-0.009995568;1182906546;671319
02.08.2018;233.6730711;0.001108302;1100383560;586025
03.08.2018;233.5818615;-0.00039033;2154090762;782192
04.08.2018;222.9567614;-0.045487693;1622266729;638885
05.08.2018;223.594436;0.002860082;1372976381;484080
06.08.2018;223.1603139;-0.001941561;1539512737;601047
07.08.2018;218.8203046;-0.019447944;1687411427;840167
08.08.2018;208.2966312;-0.048092765;2203614423;1089523
09.08.2018;215.2662481;0.033460056;1787697928;850369
10.08.2018;204.6316026;-0.04940229;2007175567;962133
11.08.2018;207.8636568;0.015794502;1826773058;915253
12.08.2018;211.2652807;0.016364688;1440462835;619629
13.08.2018;210.2136041;-0.004977991;2016192690;831389
14.08.2018;210.131574;-0.000390222;2507539152;1007112
15.08.2018;213.5178917;0.016115225;2968437924;1144285
16.08.2018;215.2050031;0.007901499;2972182067;846764
17.08.2018;222.5027195;0.033910534;4307992641;1180961
18.08.2018;218.7774368;-0.016742639;3094054867;1117009
19.08.2018;221.2878726;0.011474839;2025351377;744779
20.08.2018;215.3268304;-0.026937953;2247606659;859116
21.08.2018;221.3160581;0.027814591;2439385943;714897
22.08.2018;217.8662095;-0.015587882;3479594928;1077551
23.08.2018;224.4531126;0.030233706;2288851672;697821
24.08.2018;232.7792391;0.037095171;1659348395;655399
25.08.2018;233.4759374;0.002992957;1549930409;582043
26.08.2018;231.9556234;-0.006511652;1553519351;621889
27.08.2018;239.3838637;0.032024403;2461243472;877611
28.08.2018;245.7784471;0.026712675;2796961544;1042008
29.08.2018;245.468327;-0.001261787;2324298485;967914
30.08.2018;244.2839414;-0.004825004;1869965118;872017
31.08.2018;245.6395882;0.005549471;1574974561;777990
01.09.2018;251.7753487;0.024978712;1661876870;835949
02.09.2018;256.7969236;0.019944665;1516247699;732834
03.09.2018;255.4490623;-0.005248744;1562411057;674703
04.09.2018;258.152339;0.010582449;1763790541;703870
05.09.2018;238.7998252;-0.074965479;2938295674;1170753
06.09.2018;232.4246911;-0.026696561;2570519521;1119749
07.09.2018;228.4868609;-0.016942392;1730528165;783418
08.09.2018;221.0708981;-0.032456846;1535335895;670957
09.09.2018;223.2937798;0.010055063;1500737036;723662
10.09.2018;226.1028681;0.012580235;1654777333;664887
11.09.2018;226.3094557;0.000913689;1639268679;725314
12.09.2018;229.6508634;0.014764773;2049561971;745447
13.09.2018;234.1495176;0.019589102;2368227691;953270
14.09.2018;233.5982664;-0.00235427;1790651045;866480
15.09.2018;235.1975979;0.006846504;1273577200;562036
16.09.2018;233.5776997;-0.006887392;1121545293;571329
17.09.2018;229.375001;-0.017992722;1865347582;853561
18.09.2018;231.0871458;0.007464392;1695094364;762760
19.09.2018;235.6527213;0.019756943;1859314642;757360
20.09.2018;241.2384354;0.023703159;2196212862;845597
21.09.2018;249.4607252;0.034083664;4443803834;1623134
22.09.2018;251.5213724;0.008260407;2162441210;849102
23.09.2018;251.1871343;-0.001328866;1969464066;805236
24.09.2018;247.5830984;-0.014348012;2290762956;844837
25.09.2018;241.8916918;-0.022987864;2589994528;1107079
26.09.2018;242.1903755;0.001234783;2093122270;988481
27.09.2018;249.8982429;0.031825655;2042951766;919885
28.09.2018;246.1935479;-0.014824814;1786818230;960733
29.09.2018;246.2853083;0.000372716;1465518104;780029
30.09.2018;247.6620007;0.005589827;1912531195;773807
01.10.2018;245.8749174;-0.007215815;1656681408;670374
02.10.2018;242.1711706;-0.015063541;1795727595;670786
03.10.2018;235.6550735;-0.026906989;1695619840;668438
04.10.2018;237.7321268;0.008813956;1726924756;482455
05.10.2018;237.7827679;0.000213017;1199804383;441322
06.10.2018;238.3321453;0.002310417;1246985928;385539
07.10.2018;242.2392152;0.016393382;1750358628;392035
08.10.2018;240.5922681;-0.006798846;1987401901;595146
09.10.2018;239.8780409;-0.002968621;1275656193;437019
10.10.2018;239.1051105;-0.003222181;1210911299;457082
11.10.2018;229.5890722;-0.039798557;2261728090;1028552
12.10.2018;230.4346601;0.003683049;1609760476;627330
13.10.2018;230.9279955;0.002140891;737275184;392114
14.10.2018;232.5257488;0.006918837;817412573.3;371319
15.10.2018;244.9117039;0.053267026;2297932996;1472071
16.10.2018;245.1920854;0.001144827;677704341.1;550560
17.10.2018;242.344107;-0.011615295;1194727878;560487
18.10.2018;238.5637309;-0.015599208;1072896211;549286
19.10.2018;234.0096488;-0.019089583;1003923370;399398
20.10.2018;235.0588472;0.004483569;1248125223;365959
21.10.2018;236.0894434;0.004384418;1109005239;338403
22.10.2018;231.3773123;-0.019959093;845590338;405177
23.10.2018;226.7151953;-0.020149413;731082269;345818
24.10.2018;229.5980458;0.012715736;524540497.2;298973
25.10.2018;227.3807419;-0.009657329;383310581.4;260233
26.10.2018;228.7385546;0.005971538;395495955.8;277834
27.10.2018;230.1485452;0.006164202;362156115.7;271186
28.10.2018;229.2253418;-0.004011337;341838861.4;229860
29.10.2018;223.853662;-0.023434057;707270000.2;424698
30.10.2018;225.160243;0.005836764;396133074.9;284789
31.10.2018;226.2571468;0.004871659;493627141.2;340917
01.11.2018;229.3595926;0.013712034;431494112.4;273944
02.11.2018;231.2513993;0.008248213;509662149.1;334977
03.11.2018;231.0431624;-0.000900478;396212802.7;257967
04.11.2018;235.2877202;0.018371276;711407437.4;478345
05.11.2018;231.9482836;-0.014192992;642404290.8;405738
06.11.2018;235.1878351;0.013966698;884300486.1;612608
07.11.2018;237.3825657;0.00933182;771229510.1;535001
08.11.2018;232.8701712;-0.019008955;660277645.8;503784
09.11.2018;229.340937;-0.015155372;542159388.2;392885
10.11.2018;229.9044041;0.002456897;372043128.3;296264
11.11.2018;229.503253;-0.00174486;443332186.1;330350
12.11.2018;228.3315599;-0.005105344;524907869.9;373845
13.11.2018;229.7163205;0.006064692;613773509.6;440172
14.11.2018;216.7929411;-0.056257994;1449945960;1058292
15.11.2018;209.8751092;-0.031909857;1590659573;1107181
16.11.2018;207.4484914;-0.011562199;945747041.5;679505
17.11.2018;207.8836276;0.002097563;702291334.4;484887
18.11.2018;209.3473393;0.007041015;691218224.9;469335
19.11.2018;188.2683757;-0.100688949;2036614978;1205866
20.11.2018;179.4063087;-0.047071458;3138718622;1887480
21.11.2018;180.5699868;0.006486272;2044312549;1095026
22.11.2018;170.3714389;-0.056479751;1011647013;584699
23.11.2018;171.4564771;0.006368663;1312468517;785925
24.11.2018;156.8554696;-0.085158682;1448199869;831200
25.11.2018;160.2533657;0.021662592;2441526209;1336442
26.11.2018;156.1745924;-0.025452029;2089913707;1219632
27.11.2018;155.1083002;-0.006827565;1317771810;835031
28.11.2018;167.6235384;0.080687096;2922877844;1049846
29.11.2018;166.0387181;-0.00945464;2891980432;935541
30.11.2018;158.8099358;-0.043536727;2370956068;810381
01.12.2018;163.873165;0.03188232;1339726949;594831
02.12.2018;161.3754687;-0.015241643;1145668988;511225
03.12.2018;154.4133796;-0.043142177;1275860422;590455
04.12.2018;157.6186729;0.020757873;1277378887;656488
05.12.2018;152.5512528;-0.032149872;1197765630;641874
06.12.2018;144.0269915;-0.055878015;1747891749;902796
07.12.2018;140.8148167;-0.022302589;2153845832;1268105
08.12.2018;141.3419016;0.003743107;1489912653;903116
09.12.2018;144.8037355;0.024492623;1130731200;671185
10.12.2018;141.7927335;-0.020793676;1029821458;595218
11.12.2018;139.8231277;-0.013890738;798927295;505289
12.12.2018;141.1879149;0.009760811;869931622.3;466204
13.12.2018;137.5517602;-0.025754008;761740838.3;501486
14.12.2018;133.1174174;-0.03223763;778868779.9;527304
15.12.2018;132.0615912;-0.00793154;620395654;425510
16.12.2018;132.4149308;0.002675566;678966584.3;423216
17.12.2018;140.5442481;0.061392754;1799718617;906080
18.12.2018;145.25819;0.033540625;1577035565;1012690
19.12.2018;146.138511;0.006060388;2931382185;1421179
20.12.2018;156.1374161;0.06842074;2484548630;1435213
21.12.2018;149.9419733;-0.039679425;3956753500;1336445
22.12.2018;152.5219309;0.017206374;2230155641;797869
23.12.2018;153.1133228;0.003877422;1820954889;1031200
24.12.2018;155.5905367;0.016178957;3073674861;1621278
