Open Time,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TB Base Volume,TB Quote Volume,Ignore
2018-07-25,2018-07-25 00:00:00.000000000,0.0225,0.02489,0.0203,0.02115,503181032.0,2018-07-25 23:59:59.999000064,10784972.239921,16933,239724709.0,5130955.014569,0
2018-07-26,2018-07-26 00:00:00.000000000,0.02117,0.02799,0.02117,0.02504,997123792.1,2018-07-26 23:59:59.999000064,24817901.769787,39491,508135925.8,12636671.143309,0
2018-07-27,2018-07-27 00:00:00.000000000,0.02503,0.02607,0.02282,0.02508,674261930.7,2018-07-27 23:59:59.999000064,16707131.222299,25222,325925055.9,8094831.159043,0
2018-07-28,2018-07-28 00:00:00.000000000,0.02502,0.026,0.0248,0.02571,372654599.7,2018-07-28 23:59:59.999000064,9427073.739718,13946,197732776.1,5004163.106933,0
2018-07-29,2018-07-29 00:00:00.000000000,0.02573,0.0269,0.0256,0.02646,414963817.0,2018-07-29 23:59:59.999000064,10922334.987877,16205,207935109.2,5475885.511478,0
2018-07-30,2018-07-30 00:00:00.000000000,0.0265,0.02655,0.02325,0.02527,505266223.1,2018-07-30 23:59:59.999000064,12696176.143461,19851,251838398.8,6320017.852234,0
2018-07-31,2018-07-31 00:00:00.000000000,0.02527,0.02529,0.0207,0.0225,574610570.0,2018-07-31 23:59:59.999000064,13325933.421057,21383,260895901.0,6059034.508887,0
2018-08-01,2018-08-01 00:00:00.000000000,0.0229,0.02298,0.01922,0.02006,566954076.6,2018-08-01 23:59:59.999000064,11602941.132119,19522,260193664.0,5325116.654631,0
2018-08-02,2018-08-02 00:00:00.000000000,0.02005,0.02048,0.01677,0.01741,515596355.7,2018-08-02 23:59:59.999000064,9433076.233458,23122,241429230.7,4424140.532283,0
2018-08-03,2018-08-03 00:00:00.000000000,0.0174,0.01745,0.013,0.01524,983902200.5,2018-08-03 23:59:59.999000064,14767946.296476,38919,446987319.8,6695951.488872,0
2018-08-04,2018-08-04 00:00:00.000000000,0.01524,0.016,0.01227,0.01336,593891683.9,2018-08-04 23:59:59.999000064,8356497.065068,29793,270447008.7,3828603.962888,0
2018-08-05,2018-08-05 00:00:00.000000000,0.01336,0.0143,0.01261,0.01401,557641439.1,2018-08-05 23:59:59.999000064,7518024.716312,16257,278321193.0,3749523.56608,0
2018-08-06,2018-08-06 00:00:00.000000000,0.01401,0.0144,0.0128,0.01341,506766879.5,2018-08-06 23:59:59.999000064,6822309.662788,14746,246934284.9,3324055.475676,0
